Task,Model,ProgressPercent,CumulativeMAE_pct
SOH,Base,96,0.84058000744156403
SOH,Base,97,0.84300584871974338
SOH,Base,98,0.84627413570592036
SOH,Base,99,0.84978135211210115
SOH,Base,100,0.85229210940283651
SOH,Pruned,1,0.81098161488790965
SOH,Pruned,2,1.1008420321320362
SOH,Pruned,3,1.2010191966092219
SOH,Pruned,4,1.157245194651348
SOH,Pruned,5,1.0164173253902193
SOH,Pruned,6,0.97105287620782388
SOH,Pruned,7,0.92801338657363286
SOH,Pruned,8,0.88961808303057632
SOH,Pruned,9,0.83640102084750512
SOH,Pruned,10,0.76484697151419456
SOH,Pruned,11,0.70845475071881037
SOH,Pruned,12,0.68619885737644515
SOH,Pruned,13,0.75348387060072564
SOH,Pruned,14,0.81707906144367159
SOH,Pruned,15,0.8019570446169304
SOH,Pruned,16,0.78825654629140429
SOH,Pruned,17,0.78131457913310076
SOH,Pruned,18,0.75556200821146502
SOH,Pruned,19,0.77197146800903493
SOH,Pruned,20,0.83218758258690095
SOH,Pruned,21,0.90377075090090797
SOH,Pruned,22,0.97467357935539112
SOH,Pruned,23,1.01986679455998
SOH,Pruned,24,1.0410085473708188
SOH,Pruned,25,1.0419417896796268
SOH,Pruned,26,1.0375028262097177
SOH,Pruned,27,1.0186814117653822
SOH,Pruned,28,0.99769393679677032
SOH,Pruned,29,0.97066987040839925
SOH,Pruned,30,0.95154064855497744
SOH,Pruned,31,0.93090402232419378
SOH,Pruned,32,0.91049501197617455
SOH,Pruned,33,0.89631998034843863
SOH,Pruned,34,0.88300212715549509
SOH,Pruned,35,0.86766708030108164
SOH,Pruned,36,0.87160005845365596
SOH,Pruned,37,0.85916296312603768
SOH,Pruned,38,0.8488523942717473
SOH,Pruned,39,0.84096694243117986
SOH,Pruned,40,0.83659897093706614
SOH,Pruned,41,0.83119265795123665
SOH,Pruned,42,0.82537418141806385
SOH,Pruned,43,0.81659951146712229
SOH,Pruned,44,0.83713364457138639
SOH,Pruned,45,0.8682460924946791
SOH,Pruned,46,0.89771971086273306
SOH,Pruned,47,0.92605419476964157
SOH,Pruned,48,0.9539178025624333
SOH,Pruned,49,0.96057047975199639
SOH,Pruned,50,0.96219894168966347
SOH,Pruned,51,1.0030502621069397
SOH,Pruned,52,1.0631870683624645
SOH,Pruned,53,1.1334990398499967
SOH,Pruned,54,1.1992674885583856
SOH,Pruned,55,1.2592414033022199
SOH,Pruned,56,1.2960857096519993
SOH,Pruned,57,1.312772729177786
SOH,Pruned,58,1.3498001668109918
SOH,Pruned,59,1.3924806583452674
SOH,Pruned,60,1.4310271636480467
SOH,Pruned,61,1.4657877257282144
SOH,Pruned,62,1.4968873028130645
SOH,Pruned,63,1.5165116925512887
SOH,Pruned,64,1.5286149651541183
SOH,Pruned,65,1.5477825591633279
SOH,Pruned,66,1.5685556322675307
SOH,Pruned,67,1.5840040992572504
SOH,Pruned,68,1.595740077472539
SOH,Pruned,69,1.6078031034824762
SOH,Pruned,70,1.6157628665605446
SOH,Pruned,71,1.6152253861409964
SOH,Pruned,72,1.6155509161669475
SOH,Pruned,73,1.6154289097072623
SOH,Pruned,74,1.6125196006470683
SOH,Pruned,75,1.6069424636001812
SOH,Pruned,76,1.5982995567967613
SOH,Pruned,77,1.5882380030756396
SOH,Pruned,78,1.5779970565638461
SOH,Pruned,79,1.5685455090427058
SOH,Pruned,80,1.5593691968306604
SOH,Pruned,81,1.5477426737025257
SOH,Pruned,82,1.5449217657643228
SOH,Pruned,83,1.5437547512998264
SOH,Pruned,84,1.5404494084580698
SOH,Pruned,85,1.5303246939372788
SOH,Pruned,86,1.5359187191354013
SOH,Pruned,87,1.5247923471187905
SOH,Pruned,88,1.5196704921028794
SOH,Pruned,89,1.5144720530081799
SOH,Pruned,90,1.508157231367524
SOH,Pruned,91,1.5003465265780447
SOH,Pruned,92,1.4909460326942929
SOH,Pruned,93,1.5001771411235292
SOH,Pruned,94,1.4991876836372662
SOH,Pruned,95,1.4861623471881868
SOH,Pruned,96,1.4744092388291243
SOH,Pruned,97,1.4617009003131758
SOH,Pruned,98,1.4475984950965297
SOH,Pruned,99,1.4396938034345612
SOH,Pruned,100,1.4572129905354223
SOH,Quantized,1,0.73291688666362009
SOH,Quantized,2,1.239087064350598
SOH,Quantized,3,1.4552440415263428
SOH,Quantized,4,1.5192157687342807
SOH,Quantized,5,1.7122463118914235
SOH,Quantized,6,1.6487024212659143
SOH,Quantized,7,1.6164599010714871
SOH,Quantized,8,1.5970655321267697
