"Task","Variant","ValueName","BinCenter","Density"
"SOH","Base","Weight","2.2797099607777782","0.018941047922139933"
"SOH","Base","Weight","2.3374241369999997","0.015405385643340479"
"SOH","Base","Weight","2.3951383132222221","0.017173216782740208"
"SOH","Base","Weight","2.4528524894444446","0.016415574865854609"
"SOH","Base","Weight","2.510566665666667","0.016163027560226077"
"SOH","Base","Weight","2.5682808418888894","0.069955603659103485"
"SOH","Pruned","Weight","-2.5682808418888889","0.11581258219889767"
"SOH","Pruned","Weight","-2.510566665666667","0.013035182411997141"
"SOH","Pruned","Weight","-2.4528524894444446","0.023563598975533295"
"SOH","Pruned","Weight","-2.3951383132222226","0.02005412678768791"
"SOH","Pruned","Weight","-2.3374241370000002","0.025067658484609887"
"SOH","Pruned","Weight","-2.2797099607777778","0.031585249690608455"
"SOH","Pruned","Weight","-2.2219957845555558","0.033089309199685051"
"SOH","Pruned","Weight","-2.1642816083333334","0.033590662369377251"
"SOH","Pruned","Weight","-2.1065674321111114","0.044620432102605599"
"SOH","Pruned","Weight","-2.048853255888889","0.04261501942383681"
"SOH","Pruned","Weight","-1.9911390796666668","0.043116372593529004"
"SOH","Pruned","Weight","-1.9334249034444446","0.064173205720601312"
"SOH","Pruned","Weight","-1.8757107272222222","0.059159674023679332"
"SOH","Pruned","Weight","-1.8179965510000002","0.063671852550909111"
"SOH","Pruned","Weight","-1.7602823747777778","0.08272327299921263"
"SOH","Pruned","Weight","-1.7025681985555556","0.079715153981059439"
"SOH","Pruned","Weight","-1.6448540223333334","0.091747630053672188"
"SOH","Pruned","Weight","-1.5871398461111113","0.10528416563536153"
"SOH","Pruned","Weight","-1.5294256698888891","0.11180175684136009"
"SOH","Pruned","Weight","-1.4717114936666666","0.11430852268982108"
"SOH","Pruned","Weight","-1.4139973174444445","0.13887482800473877"
"SOH","Pruned","Weight","-1.3562831412222223","0.13737076849566218"
"SOH","Pruned","Weight","-1.2985689650000001","0.15491812943488911"
"SOH","Pruned","Weight","-1.2408547887777779","0.18449796644672878"
"SOH","Pruned","Weight","-1.1831406125555557","0.19602908934964933"
"SOH","Pruned","Weight","-1.1254264363333335","0.2241048668524124"
"SOH","Pruned","Weight","-1.0677122601111111","0.22510757319179678"
"SOH","Pruned","Weight","-1.0099980838888889","0.24766846582794569"
"SOH","Pruned","Weight","-0.95228390766666671","0.26421312042778822"
"SOH","Pruned","Weight","-0.89456973144444452","0.26220770774901941"
"SOH","Pruned","Weight","-0.83685555522222232","0.28677401306393713"
"SOH","Pruned","Weight","-0.77914137900000013","0.30181460815470307"
"SOH","Pruned","Weight","-0.72142720277777772","0.30732949302131723"
"SOH","Pruned","Weight","-0.66371302655555553","0.3173565564151612"
"SOH","Pruned","Weight","-0.60599885033333334","0.34092015539069448"
"SOH","Pruned","Weight","-0.54828467411111115","0.36498510753591995"
"SOH","Pruned","Weight","-0.49057049788888873","0.34543233391792427"
"SOH","Pruned","Weight","-0.43285632166666677","0.36699052021468875"
"SOH","Pruned","Weight","-0.37514214544444435","0.40108253575375818"
"SOH","Pruned","Weight","-0.31742796922222238","0.39757306356591282"
"SOH","Pruned","Weight","-0.25971379299999997","0.39306088503868303"
"SOH","Pruned","Weight","-0.201999616777778","0.40609606745068016"
"SOH","Pruned","Weight","-0.14428544055555559","0.41862989669298512"
"SOH","Pruned","Weight","-0.086571264333333176","0.41110959914760214"
"SOH","Pruned","Weight","-0.028857088111111207","0.3940635913780674"
"SOH","Pruned","Weight","0.028857088111111207","0.42163801571113829"
"SOH","Pruned","Weight","0.086571264333333176","0.43968672982005741"
"SOH","Pruned","Weight","0.14428544055555559","0.41010689280821777"
"SOH","Pruned","Weight","0.201999616777778","0.4191312498626773"
"SOH","Pruned","Weight","0.25971379299999997","0.40609606745068016"
"SOH","Pruned","Weight","0.31742796922222238","0.40760012695975678"
"SOH","Pruned","Weight","0.37514214544444435","0.35144857195423063"
"SOH","Pruned","Weight","0.43285632166666677","0.37150269874191855"
