Model,Filter,MAE_pct,RMSE_pct,Bias_pp,P95_pct,Max_pct
Base,Raw_first-point-scaled,1.2698963583249139,1.6343903928712242,-0.44237521810340086,3.3926767328745888,7.8156575947338158
Base,BenchmarkCode_alpha0.02_symmetric-cap,0.95310298174360619,1.2744020232382798,-0.34068962546762549,2.8049446161675928,3.685267929794922
Base,ManuscriptText_alpha1e-6_downward-cap,0.81753823064584452,0.90223289759076564,0.40675148031250069,1.3226708645767471,1.548840876069757
Pruned,Raw_first-point-scaled,1.9111560528685294,2.3474260704499041,-1.1102524389720128,4.842436680953444,7.062325014934201
Pruned,BenchmarkCode_alpha0.02_symmetric-cap,1.495136695157572,1.9108340507462442,-1.0130613461595104,3.9021049975345612,5.3736068177605567
Pruned,ManuscriptText_alpha1e-6_downward-cap,0.86689692738718105,1.112544181364828,-0.26600367680752735,2.3677982610786796,2.4878103916403993
